gene_index	gene_id	gene_symbol
11612	ENSG00000204632	HLA-G
11613	ENSG00000281831	AL645929.2
11614	ENSG00000206503	HLA-A
11615	ENSG00000204625	HCG9
11616	ENSG00000066379	ZNRD1
11617	ENSG00000204619	PPP1R11
11618	ENSG00000204618	RNF39
11619	ENSG00000204616	TRIM31
11620	ENSG00000231226	TRIM31-AS1
11621	ENSG00000204614	TRIM40
11622	ENSG00000204613	TRIM10
11623	ENSG00000204610	TRIM15
11624	ENSG00000234127	TRIM26
11625	ENSG00000270604	HCG17
11626	ENSG00000231074	HCG18
11627	ENSG00000204599	TRIM39
11628	ENSG00000241370	RPP21
11629	ENSG00000286301	AL662873.1
11630	ENSG00000204592	HLA-E
11631	ENSG00000235781	LINC02569
11632	ENSG00000204590	GNL1
11633	ENSG00000204576	PRR3
11634	ENSG00000204574	ABCF1
11635	ENSG00000204569	PPP1R10
11636	ENSG00000204568	MRPS18B
11637	ENSG00000137343	ATAT1
11638	ENSG00000204564	C6orf136
11639	ENSG00000204560	DHX16
11640	ENSG00000146112	PPP1R18
11641	ENSG00000137404	NRM
11642	ENSG00000137337	MDC1
11643	ENSG00000224328	MDC1-AS1
11644	ENSG00000196230	TUBB
11645	ENSG00000272540	AL662797.1
11646	ENSG00000137312	FLOT1
11647	ENSG00000272273	IER3-AS1
11648	ENSG00000137331	IER3
11649	ENSG00000228022	HCG20
11650	ENSG00000214894	LINC00243
11651	ENSG00000237923	LINC02570
11652	ENSG00000237775	DDR1-DT
11653	ENSG00000204580	DDR1
11654	ENSG00000213780	GTF2H4
11655	ENSG00000137411	VARS2
11656	ENSG00000196260	SFTA2
11657	ENSG00000168631	MUCL3
11658	ENSG00000233529	HCG21
11659	ENSG00000204544	MUC21
11660	ENSG00000261272	MUC22
11661	ENSG00000228789	HCG22
11662	ENSG00000204542	C6orf15
11663	ENSG00000204540	PSORS1C1
11664	ENSG00000204539	CDSN
11665	ENSG00000204538	PSORS1C2
11666	ENSG00000204536	CCHCR1
11667	ENSG00000137310	TCF19
11668	ENSG00000204531	POU5F1
11669	ENSG00000204528	PSORS1C3
11670	ENSG00000272501	AL662844.4
11671	ENSG00000206344	HCG27
11672	ENSG00000271821	AL662844.3
11673	ENSG00000204525	HLA-C
11674	ENSG00000234745	HLA-B
11675	ENSG00000256166	LINC02571
11676	ENSG00000285647	AL671883.3
11677	ENSG00000272221	AL645933.2
11678	ENSG00000204520	MICA
11679	ENSG00000206337	HCP5
11680	ENSG00000230174	LINC01149
11681	ENSG00000286940	AL645933.3
11682	ENSG00000204516	MICB
11683	ENSG00000204511	MCCD1
11684	ENSG00000198563	DDX39B
11685	ENSG00000234006	DDX39B-AS1
11686	ENSG00000213760	ATP6V1G2
11687	ENSG00000204498	NFKBIL1
11688	ENSG00000226979	LTA
11689	ENSG00000232810	TNF
11690	ENSG00000227507	LTB
11691	ENSG00000204482	LST1
11692	ENSG00000204475	NCR3
11693	ENSG00000204472	AIF1
11694	ENSG00000204469	PRRC2A
11695	ENSG00000204463	BAG6
11696	ENSG00000204444	APOM
11697	ENSG00000204439	C6orf47
11698	ENSG00000227198	C6orf47-AS1
11699	ENSG00000204438	GPANK1
11700	ENSG00000204435	CSNK2B
11701	ENSG00000240053	LY6G5B
11702	ENSG00000204428	LY6G5C
11703	ENSG00000204427	ABHD16A
11704	ENSG00000204424	LY6G6F
11705	ENSG00000255552	LY6G6E
11706	ENSG00000244355	LY6G6D
11707	ENSG00000204420	MPIG6B
11708	ENSG00000204421	LY6G6C
11709	ENSG00000213722	DDAH2
11710	ENSG00000213719	CLIC1
11711	ENSG00000204410	MSH5
11712	ENSG00000228727	SAPCD1
11713	ENSG00000235663	SAPCD1-AS1
11714	ENSG00000204396	VWA7
11715	ENSG00000204394	VARS
11716	ENSG00000204392	LSM2
11717	ENSG00000204390	HSPA1L
11718	ENSG00000204389	HSPA1A
11719	ENSG00000204388	HSPA1B
11720	ENSG00000204387	SNHG32
11721	ENSG00000204386	NEU1
11722	ENSG00000204385	SLC44A4
11723	ENSG00000237080	EHMT2-AS1
11724	ENSG00000204371	EHMT2
11725	ENSG00000166278	C2
11726	ENSG00000204366	ZBTB12
11727	ENSG00000281756	C2-AS1
11728	ENSG00000243649	CFB
11729	ENSG00000204356	NELFE
11730	ENSG00000204351	SKIV2L
11731	ENSG00000204348	DXO
11732	ENSG00000204344	STK19
11733	ENSG00000244731	C4A
11734	ENSG00000233627	C4A-AS1
11735	ENSG00000224389	C4B
11736	ENSG00000229776	C4B-AS1
11737	ENSG00000231852	CYP21A2
11738	ENSG00000168477	TNXB
11739	ENSG00000286974	AL662884.5
11740	ENSG00000213676	ATF6B
11741	ENSG00000204315	FKBPL
11742	ENSG00000204314	PRRT1
11743	ENSG00000284954	AL662884.3
11744	ENSG00000221988	PPT2
11745	ENSG00000241404	EGFL8
11746	ENSG00000204310	AGPAT1
11747	ENSG00000204308	RNF5
11748	ENSG00000204305	AGER
11749	ENSG00000273333	AL662884.1
11750	ENSG00000204304	PBX2
11751	ENSG00000213654	GPSM3
11752	ENSG00000204301	NOTCH4
11753	ENSG00000225914	TSBP1-AS1
11754	ENSG00000204296	TSBP1
11755	ENSG00000204290	BTNL2
11756	ENSG00000204287	HLA-DRA
11757	ENSG00000198502	HLA-DRB5
11758	ENSG00000196126	HLA-DRB1
11759	ENSG00000196735	HLA-DQA1
11760	ENSG00000179344	HLA-DQB1
11761	ENSG00000223534	HLA-DQB1-AS1
11762	ENSG00000232080	AL662789.1
11763	ENSG00000237541	HLA-DQA2
11764	ENSG00000232629	HLA-DQB2
11765	ENSG00000241106	HLA-DOB
11766	ENSG00000204267	TAP2
11767	ENSG00000204264	PSMB8
11768	ENSG00000204261	PSMB8-AS1
11769	ENSG00000240065	PSMB9
11770	ENSG00000168394	TAP1
11771	ENSG00000242574	HLA-DMB
11772	ENSG00000204257	HLA-DMA
11773	ENSG00000204256	BRD2
11774	ENSG00000223837	AL645941.1
11775	ENSG00000263756	AL645941.3
11776	ENSG00000204252	HLA-DOA
11777	ENSG00000231389	HLA-DPA1
11778	ENSG00000223865	HLA-DPB1
11779	ENSG00000230313	HCG24
11780	ENSG00000204248	COL11A2
11781	ENSG00000204231	RXRB
11782	ENSG00000112473	SLC39A7
11783	ENSG00000204228	HSD17B8
11784	ENSG00000204227	RING1
11785	ENSG00000272217	AL645940.1
11786	ENSG00000232940	HCG25
11787	ENSG00000223501	VPS52
11788	ENSG00000231500	RPS18
11789	ENSG00000235863	B3GALT4
11790	ENSG00000227057	WDR46
11791	ENSG00000204220	PFDN6
11792	ENSG00000237441	RGL2
11793	ENSG00000231925	TAPBP
11794	ENSG00000236104	ZBTB22
11795	ENSG00000204209	DAXX
11796	ENSG00000286920	SMIM40
11797	ENSG00000237649	KIFC1
11798	ENSG00000112511	PHF1
11799	ENSG00000112514	CUTA
11800	ENSG00000197283	SYNGAP1
11801	ENSG00000274259	SYNGAP1-AS1
11802	ENSG00000213588	ZBTB9
11803	ENSG00000030110	BAK1
11804	ENSG00000197251	LINC00336
11805	ENSG00000096433	ITPR3
11806	ENSG00000137288	UQCC2
11807	ENSG00000161896	IP6K3
11808	ENSG00000161904	LEMD2
11809	ENSG00000096395	MLN
11810	ENSG00000287089	AL138889.3
11811	ENSG00000249346	LINC01016
11812	ENSG00000233183	AL138889.1
11813	ENSG00000124493	GRM4
11814	ENSG00000137309	HMGA1
11815	ENSG00000186577	SMIM29
11816	ENSG00000225339	AL354740.1
11817	ENSG00000272325	NUDT3
11818	ENSG00000270800	RPS10-NUDT3
11819	ENSG00000124614	RPS10
11820	ENSG00000124507	PACSIN1
11821	ENSG00000124664	SPDEF
11822	ENSG00000196821	ILRUN
11823	ENSG00000272288	AL451165.2
11824	ENSG00000124562	SNRPC
11825	ENSG00000065060	UHRF1BP1
11826	ENSG00000064995	TAF11
11827	ENSG00000064999	ANKS1A
11828	ENSG00000286550	AL591002.1
11829	ENSG00000124678	TCP11
11830	ENSG00000146197	SCUBE3
11831	ENSG00000272374	Z97832.2
11832	ENSG00000065029	ZNF76
11833	ENSG00000023892	DEF6
11834	ENSG00000112033	PPARD
11835	ENSG00000112039	FANCE
11836	ENSG00000198755	RPL10A
11837	ENSG00000007866	TEAD3
11838	ENSG00000112041	TULP1
11839	ENSG00000228559	AL033519.4
11840	ENSG00000096060	FKBP5
11841	ENSG00000287458	AL033519.5
11842	ENSG00000232909	AL157823.2
11843	ENSG00000157343	ARMC12
11844	ENSG00000196748	CLPSL2
11845	ENSG00000204140	CLPSL1
11846	ENSG00000137392	CLPS
11847	ENSG00000197753	LHFPL5
11848	ENSG00000096063	SRPK1
11849	ENSG00000112053	SLC26A8
11850	ENSG00000112062	MAPK14
11851	ENSG00000156711	MAPK13
11852	ENSG00000246982	Z84485.1
11853	ENSG00000096070	BRPF3
11854	ENSG00000180316	PNPLA1
11855	ENSG00000189325	BNIP5
11856	ENSG00000010030	ETV7
11857	ENSG00000224666	Z84484.1
11858	ENSG00000179165	PXT1
11859	ENSG00000112078	KCTD20
11860	ENSG00000112079	STK38
11861	ENSG00000112081	SRSF3
11862	ENSG00000281450	PANDAR
11863	ENSG00000124762	CDKN1A
11864	ENSG00000285244	DINOL
11865	ENSG00000255587	RAB44
11866	ENSG00000124772	CPNE5
11867	ENSG00000285888	Z85996.2
11868	ENSG00000287891	Z85996.3
11869	ENSG00000137168	PPIL1
11870	ENSG00000198663	C6orf89
11871	ENSG00000232598	AL122034.1
11872	ENSG00000164530	PI16
11873	ENSG00000137409	MTCH1
11874	ENSG00000146192	FGD2
11875	ENSG00000137193	PIM1
11876	ENSG00000172738	TMEM217
11877	ENSG00000286105	AL353579.1
11878	ENSG00000065491	TBC1D22B
11879	ENSG00000286672	AL096712.2
11880	ENSG00000112130	RNF8
11881	ENSG00000137200	CMTR1
11882	ENSG00000198937	CCDC167
11883	ENSG00000204110	LINC02520
11884	ENSG00000227920	AL353597.1
11885	ENSG00000112139	MDGA1
11886	ENSG00000225945	AL121574.1
11887	ENSG00000156639	ZFAND3
11888	ENSG00000183826	BTBD9
11889	ENSG00000226533	BTBD9-AS1
11890	ENSG00000124767	GLO1
11891	ENSG00000236355	AL391415.1
11892	ENSG00000124721	DNAH8
11893	ENSG00000231150	AL034345.2
11894	ENSG00000112164	GLP1R
11895	ENSG00000112167	SAYSD1
11896	ENSG00000164626	KCNK5
11897	ENSG00000124780	KCNK17
11898	ENSG00000095981	KCNK16
11899	ENSG00000164627	KIF6
11900	ENSG00000146122	DAAM2
11901	ENSG00000235033	AL590999.1
11902	ENSG00000124615	MOCS1
11903	ENSG00000227131	AL139275.2
11904	ENSG00000204091	TDRG1
11905	ENSG00000204092	LINC00951
11906	ENSG00000226070	AL139275.1
11907	ENSG00000156564	LRFN2
11908	ENSG00000236075	AL359475.1
11909	ENSG00000226454	AL033380.1
11910	ENSG00000237947	AL583854.1
11911	ENSG00000124602	UNC5CL
11912	ENSG00000124596	OARD1
11913	ENSG00000112212	TSPO2
11914	ENSG00000124701	APOBEC2
11915	ENSG00000001167	NFYA
11916	ENSG00000287678	AL031778.1
11917	ENSG00000161911	TREML1
11918	ENSG00000095970	TREM2
11919	ENSG00000112195	TREML2
11920	ENSG00000188056	TREML4
11921	ENSG00000124731	TREM1
11922	ENSG00000096264	NCR2
11923	ENSG00000234753	FOXP4-AS1
11924	ENSG00000226917	LINC01276
11925	ENSG00000137166	FOXP4
11926	ENSG00000112559	MDFI
11927	ENSG00000112561	TFEB
11928	ENSG00000231102	AL035588.1
11929	ENSG00000096088	PGC
11930	ENSG00000269387	AL365205.4
11931	ENSG00000137218	FRS3
11932	ENSG00000278224	PRICKLE4
11933	ENSG00000214736	TOMM6
11934	ENSG00000164663	USP49
11935	ENSG00000268745	AL365205.3
11936	ENSG00000227516	AL160163.1
11937	ENSG00000124641	MED20
11938	ENSG00000112578	BYSL
11939	ENSG00000112576	CCND3
11940	ENSG00000223946	AL513008.1
11941	ENSG00000137413	TAF8
11942	ENSG00000261068	AL512274.1
11943	ENSG00000188112	C6orf132
11944	ENSG00000048545	GUCA1A
11945	ENSG00000287363	AL096814.2
11946	ENSG00000214732	AL096814.1
11947	ENSG00000112599	GUCA1B
11948	ENSG00000048544	MRPS10
11949	ENSG00000124496	TRERF1
11950	ENSG00000024048	UBR2
11951	ENSG00000112619	PRPH2
11952	ENSG00000124659	TBCC
11953	ENSG00000112624	BICRAL
11954	ENSG00000146223	RPL7L1
11955	ENSG00000221821	C6orf226
11956	ENSG00000288010	AL035587.3
11957	ENSG00000171611	PTCRA
11958	ENSG00000287825	AL035587.2
11959	ENSG00000137161	CNPY3
11960	ENSG00000231113	AL035587.1
11961	ENSG00000124713	GNMT
11962	ENSG00000124587	PEX6
11963	ENSG00000112640	PPP2R5D
11964	ENSG00000124733	MEA1
11965	ENSG00000124702	KLHDC3
11966	ENSG00000124541	RRP36
11967	ENSG00000272223	AL136304.1
11968	ENSG00000044090	CUL7
11969	ENSG00000137171	KLC4
11970	ENSG00000112651	MRPL2
11971	ENSG00000272170	AL355385.1
11972	ENSG00000112655	PTK7
11973	ENSG00000112658	SRF
11974	ENSG00000112659	CUL9
11975	ENSG00000245261	AL133375.1
11976	ENSG00000112667	DNPH1
11977	ENSG00000146216	TTBK1
11978	ENSG00000137204	SLC22A7
11979	ENSG00000146215	CRIP3
11980	ENSG00000171467	ZNF318
11981	ENSG00000287055	AL359813.1
11982	ENSG00000287266	AL359813.2
11983	ENSG00000124574	ABCC10
11984	ENSG00000171462	DLK2
11985	ENSG00000137221	TJAP1
11986	ENSG00000204052	LRRC73
11987	ENSG00000171453	POLR1C
11988	ENSG00000137207	YIPF3
11989	ENSG00000271754	AL355802.3
11990	ENSG00000124571	XPO5
11991	ENSG00000170734	POLH
11992	ENSG00000203362	POLH-AS1
11993	ENSG00000172432	GTPBP2
11994	ENSG00000124688	MAD2L1BP
11995	ENSG00000172426	RSPH9
11996	ENSG00000096080	MRPS18A
11997	ENSG00000236961	AL136131.2
11998	ENSG00000112715	VEGFA
11999	ENSG00000272114	AL136131.3
12000	ENSG00000283573	AL157371.2
12001	ENSG00000283215	LINC02537
12002	ENSG00000223469	AL157371.1
12003	ENSG00000237686	AL109615.3
12004	ENSG00000181577	C6orf223
12005	ENSG00000231881	AL109615.2
12006	ENSG00000287562	AL109615.4
12007	ENSG00000180992	MRPL14
12008	ENSG00000137216	TMEM63B
12009	ENSG00000137225	CAPN11
12010	ENSG00000262179	MYMX
12011	ENSG00000112759	SLC29A1
12012	ENSG00000096384	HSP90AB1
12013	ENSG00000157593	SLC35B2
12014	ENSG00000146232	NFKBIE
12015	ENSG00000178233	TMEM151B
12016	ENSG00000146221	TCTE1
12017	ENSG00000124608	AARS2
12018	ENSG00000249481	SPATS1
12019	ENSG00000096401	CDC5L
12020	ENSG00000237530	AL136140.1
12021	ENSG00000286417	AL133334.1
12022	ENSG00000196284	SUPT3H
12023	ENSG00000124813	RUNX2
12024	ENSG00000271857	AL096865.1
12025	ENSG00000261080	RUNX2-AS1
12026	ENSG00000112782	CLIC5
12027	ENSG00000231769	AL035701.1
12028	ENSG00000001561	ENPP4
12029	ENSG00000112796	ENPP5
12030	ENSG00000172348	RCAN2
12031	ENSG00000236466	AL035670.1
12032	ENSG00000146233	CYP39A1
12033	ENSG00000153291	SLC25A27
12034	ENSG00000242973	AL591242.1
12035	ENSG00000180113	TDRD6
12036	ENSG00000146070	PLA2G7
12037	ENSG00000230062	ANKRD66
12038	ENSG00000236164	AL161618.1
12039	ENSG00000112818	MEP1A
12040	ENSG00000069122	ADGRF5
12041	ENSG00000225730	AL096772.1
12042	ENSG00000153292	ADGRF1
12043	ENSG00000146072	TNFRSF21
12044	ENSG00000287485	AL451166.1
12045	ENSG00000270761	AL355353.1
12046	ENSG00000198087	CD2AP
12047	ENSG00000164393	ADGRF2
12048	ENSG00000153294	ADGRF4
12049	ENSG00000226594	AL356421.2
12050	ENSG00000124818	OPN5
12051	ENSG00000244694	PTCHD4
12052	ENSG00000286811	AL353138.1
12053	ENSG00000287137	AL391538.1
12054	ENSG00000146085	MMUT
12055	ENSG00000031691	CENPQ
12056	ENSG00000203972	GLYATL3
12057	ENSG00000197261	C6orf141
12058	ENSG00000112077	RHAG
12059	ENSG00000124490	CRISP2
12060	ENSG00000235122	AL121974.1
12061	ENSG00000096006	CRISP3
12062	ENSG00000170950	PGK2
12063	ENSG00000226707	AL359458.1
12064	ENSG00000124812	CRISP1
12065	ENSG00000214643	DEFB133
12066	ENSG00000177684	DEFB114
12067	ENSG00000214642	DEFB113
12068	ENSG00000203970	DEFB110
12069	ENSG00000180872	DEFB112
12070	ENSG00000226733	AL138826.1
12071	ENSG00000286405	AL132799.1
12072	ENSG00000233470	AL360175.1
12073	ENSG00000230472	AL135908.1
12074	ENSG00000008197	TFAP2D
12075	ENSG00000008196	TFAP2B
12076	ENSG00000228689	AL355997.1
12077	ENSG00000170927	PKHD1
12078	ENSG00000225613	LINCMD1
12079	ENSG00000112115	IL17A
12080	ENSG00000112116	IL17F
12081	ENSG00000112118	MCM3
12082	ENSG00000170915	PAQR8
12083	ENSG00000096093	EFHC1
12084	ENSG00000065308	TRAM2
12085	ENSG00000225791	TRAM2-AS1
12086	ENSG00000096092	TMEM14A
12087	ENSG00000244067	GSTA2
12088	ENSG00000243955	GSTA1
12089	ENSG00000182793	GSTA5
12090	ENSG00000174156	GSTA3
12091	ENSG00000170899	GSTA4
12092	ENSG00000112144	ICK
12093	ENSG00000112146	FBXO9
12094	ENSG00000261745	AL512347.1
12095	ENSG00000137270	GCM1
12096	ENSG00000012660	ELOVL5
12097	ENSG00000271367	AL034374.1
12098	ENSG00000001084	GCLC
12099	ENSG00000249379	AL033397.2
12100	ENSG00000231683	AL033397.1
12101	ENSG00000235899	LINC01564
12102	ENSG00000124743	KLHL31
12103	ENSG00000227885	AL590652.1
12104	ENSG00000137269	LRRC1
12105	ENSG00000271218	AL033384.2
12106	ENSG00000146147	MLIP
12107	ENSG00000236740	AL033384.1
12108	ENSG00000235050	MLIP-AS1
12109	ENSG00000236996	MLIP-IT1
12110	ENSG00000287745	AL359380.1
12111	ENSG00000137251	TINAG
12112	ENSG00000228231	AL589946.1
12113	ENSG00000224984	AL512363.1
12114	ENSG00000168143	FAM83B
12115	ENSG00000261116	AL049555.1
12116	ENSG00000137252	HCRTR2
12117	ENSG00000187871	GFRAL
12118	ENSG00000146151	HMGCLL1
12119	ENSG00000112175	BMP5
12120	ENSG00000124749	COL21A1
12121	ENSG00000227602	AL031779.1
12122	ENSG00000151914	DST
12123	ENSG00000231441	AL512422.1
12124	ENSG00000151917	BEND6
12125	ENSG00000168116	KIAA1586
12126	ENSG00000112200	ZNF451
12127	ENSG00000226803	ZNF451-AS1
12128	ENSG00000112208	BAG2
12129	ENSG00000112210	RAB23
12130	ENSG00000146143	PRIM2
12131	ENSG00000266579	FO680682.1
12132	ENSG00000272541	AL021368.3
12133	ENSG00000286723	AL021368.5
12134	ENSG00000271761	AL021368.1
12135	ENSG00000272316	AL021368.2
12136	ENSG00000225096	AL445250.1
12137	ENSG00000275773	AL590227.1
12138	ENSG00000287598	AL512427.2
12139	ENSG00000250686	KHDRBS2-OT
12140	ENSG00000112232	KHDRBS2
12141	ENSG00000287679	AL355347.1
12142	ENSG00000198225	FKBP1C
12143	ENSG00000146166	LGSN
12144	ENSG00000112245	PTP4A1
12145	ENSG00000266680	AL135905.1
12146	ENSG00000285976	AL135905.2
12147	ENSG00000118482	PHF3
12148	ENSG00000188107	EYS
12149	ENSG00000236345	SCAT8
12150	ENSG00000232120	AL357375.1
12151	ENSG00000227706	AL713998.1
12152	ENSG00000286680	AL713998.3
12153	ENSG00000287557	AL713998.4
12154	ENSG00000285838	AL646090.2
12155	ENSG00000223504	AL646090.1
12156	ENSG00000286564	AL593844.1
12157	ENSG00000226497	LINC02549
12158	ENSG00000288088	AL606923.2
12159	ENSG00000230910	AL391807.1
12160	ENSG00000135298	ADGRB3
12161	ENSG00000168216	LMBRD1
12162	ENSG00000082293	COL19A1
12163	ENSG00000112280	COL9A1
12164	ENSG00000253809	AL160262.1
12165	ENSG00000287300	AL080275.1
12166	ENSG00000237643	AL365226.2
12167	ENSG00000224349	AL365226.1
12168	ENSG00000082269	FAM135A
12169	ENSG00000154079	SDHAF4
12170	ENSG00000271967	AL583856.2
12171	ENSG00000112305	SMAP1
12172	ENSG00000112309	B3GAT2
12173	ENSG00000287939	AL096709.1
12174	ENSG00000232295	AL589935.1
12175	ENSG00000287380	AL589935.3
12176	ENSG00000119900	OGFRL1
12177	ENSG00000230597	AL136164.1
12178	ENSG00000233237	LINC00472
12179	ENSG00000223765	LINC01626
12180	ENSG00000285963	AL035467.2
12181	ENSG00000079841	RIMS1
12182	ENSG00000285844	FO393414.3
12183	ENSG00000185760	KCNQ5
12184	ENSG00000233844	KCNQ5-IT1
12185	ENSG00000229154	KCNQ5-AS1
12186	ENSG00000256980	KHDC1L
12187	ENSG00000135314	KHDC1
12188	ENSG00000229852	AC019205.1
12189	ENSG00000203909	DPPA5
12190	ENSG00000203908	KHDC3L
12191	ENSG00000203907	OOEP
12192	ENSG00000231332	OOEP-AS1
12193	ENSG00000080007	DDX43
12194	ENSG00000164430	CGAS
12195	ENSG00000135297	MTO1
12196	ENSG00000223821	AL603910.1
12197	ENSG00000156508	EEF1A1
12198	ENSG00000229862	AL121972.1
12199	ENSG00000119899	SLC17A5
12200	ENSG00000231652	AL590428.1
12201	ENSG00000156535	CD109
12202	ENSG00000223786	AL357507.1
12203	ENSG00000272243	AL356277.3
12204	ENSG00000224583	AL356277.2
12205	ENSG00000111799	COL12A1
12206	ENSG00000112695	COX7A2
12207	ENSG00000112697	TMEM30A
12208	ENSG00000225793	AL080250.1
12209	ENSG00000118407	FILIP1
12210	ENSG00000237174	AL445465.1
12211	ENSG00000238156	AL445465.2
12212	ENSG00000112701	SENP6
12213	ENSG00000196586	MYO6
12214	ENSG00000112706	IMPG1
12215	ENSG00000236635	LINC02540
12216	ENSG00000280511	AL591030.1
12217	ENSG00000271945	AL355612.1
12218	ENSG00000135312	HTR1B
12219	ENSG00000269964	MEI4
12220	ENSG00000230309	AL121718.1
12221	ENSG00000229495	AL450327.1
12222	ENSG00000146243	IRAK1BP1
12223	ENSG00000146247	PHIP
12224	ENSG00000286340	AL356776.2
12225	ENSG00000118418	HMGN3
12226	ENSG00000270362	HMGN3-AS1
12227	ENSG00000286042	LCAL1
12228	ENSG00000231533	AL391840.1
12229	ENSG00000135338	LCA5
12230	ENSG00000287811	AL391840.3
12231	ENSG00000272137	AL451064.1
12232	ENSG00000198478	SH3BGRL2
12233	ENSG00000235357	LINC01621
12234	ENSG00000285586	AL132875.3
12235	ENSG00000233835	AL132875.2
12236	ENSG00000118402	ELOVL4
12237	ENSG00000287816	AL133475.1
12238	ENSG00000112742	TTK
12239	ENSG00000288071	AL591135.2
12240	ENSG00000083123	BCKDHB
12241	ENSG00000272129	AL359715.3
12242	ENSG00000233967	AL359715.1
12243	ENSG00000260645	AL359715.2
12244	ENSG00000112773	TENT5A
12245	ENSG00000226089	AL122017.1
12246	ENSG00000277797	AL359693.1
12247	ENSG00000232031	AL078599.2
12248	ENSG00000224995	LINC01526
12249	ENSG00000226453	LINC02542
12250	ENSG00000260574	AL360157.1
12251	ENSG00000005700	IBTK
12252	ENSG00000286875	AL121977.2
12253	ENSG00000146242	TPBG
12254	ENSG00000118420	UBE3D
12255	ENSG00000227215	AL355613.1
12256	ENSG00000083097	DOP1A
12257	ENSG00000013375	PGM3
12258	ENSG00000013392	RWDD2A
12259	ENSG00000065833	ME1
12260	ENSG00000146250	PRSS35
12261	ENSG00000065609	SNAP91
12262	ENSG00000237874	AL136972.1
12263	ENSG00000287705	AL139232.1
12264	ENSG00000203877	RIPPLY2
12265	ENSG00000065615	CYB5R4
12266	ENSG00000228679	AL034347.1
12267	ENSG00000230852	LINC02857
12268	ENSG00000135324	MRAP2
12269	ENSG00000135315	CEP162
12270	ENSG00000231776	LINC01611
12271	ENSG00000112837	TBX18
12272	ENSG00000228290	TBX18-AS1
12273	ENSG00000287294	AL035694.1
12274	ENSG00000234155	LINC02535
12275	ENSG00000135318	NT5E
12276	ENSG00000135317	SNX14
12277	ENSG00000135316	SYNCRIP
12278	ENSG00000203875	SNHG5
12279	ENSG00000288021	AL450338.2
12280	ENSG00000168830	HTR1E
12281	ENSG00000135346	CGA
12282	ENSG00000272008	AL139274.2
12283	ENSG00000188994	ZNF292
12284	ENSG00000164411	GJB7
12285	ENSG00000111850	SMIM8
12286	ENSG00000203872	C6orf163
12287	ENSG00000272514	CFAP206
12288	ENSG00000164414	SLC35A1
12289	ENSG00000146282	RARS2
12290	ENSG00000135336	ORC3
12291	ENSG00000135334	AKIRIN2
12292	ENSG00000286278	AL136096.1
12293	ENSG00000118434	SPACA1
12294	ENSG00000118432	CNR1
12295	ENSG00000234426	AL139042.1
12296	ENSG00000286871	AL139090.1
12297	ENSG00000111880	RNGTT
12298	ENSG00000271931	AL353135.1
12299	ENSG00000146278	PNRC1
12300	ENSG00000154548	SRSF12
12301	ENSG00000288009	AL353135.2
12302	ENSG00000146281	PM20D2
12303	ENSG00000146276	GABRR1
12304	ENSG00000111886	GABRR2
12305	ENSG00000198833	UBE2J1
12306	ENSG00000025039	RRAGD
12307	ENSG00000135299	ANKRD6
12308	ENSG00000237027	AL159174.1
12309	ENSG00000083099	LYRM2
12310	ENSG00000112159	MDN1
12311	ENSG00000228124	AL096678.1
12312	ENSG00000118412	CASP8AP2
12313	ENSG00000135355	GJA10
12314	ENSG00000112182	BACH2
12315	ENSG00000226455	AL121787.1
12316	ENSG00000287789	AL158136.1
12317	ENSG00000260271	AL132996.1
12318	ENSG00000135341	MAP3K7
12319	ENSG00000224605	AL080284.1
12320	ENSG00000224944	CASC6
12321	ENSG00000285961	AL590814.1
12322	ENSG00000261038	AL133457.1
12323	ENSG00000288101	AL359987.1
12324	ENSG00000220908	LINC02531
12325	ENSG00000235099	AL138731.1
12326	ENSG00000135333	EPHA7
12327	ENSG00000287683	AL591519.1
12328	ENSG00000288085	AL356094.2
12329	ENSG00000229600	AL391336.1
12330	ENSG00000231143	AL157378.1
12331	ENSG00000261366	MANEA-DT
12332	ENSG00000172469	MANEA
12333	ENSG00000287578	AL034348.1
12334	ENSG00000172461	FUT9
12335	ENSG00000233797	UFL1-AS1
12336	ENSG00000014123	UFL1
12337	ENSG00000112214	FHL5
12338	ENSG00000224384	AL033379.1
12339	ENSG00000112218	GPR63
12340	ENSG00000123545	NDUFAF4
12341	ENSG00000186231	KLHL32
12342	ENSG00000146263	MMS22L
12343	ENSG00000271860	AL589740.1
12344	ENSG00000226207	AL080316.1
12345	ENSG00000236920	AL590727.1
12346	ENSG00000283010	AL589826.2
12347	ENSG00000184486	POU3F2
12348	ENSG00000112234	FBXL4
12349	ENSG00000146267	FAXC
