contrast_id	contrast_label	direction	gene_rank	gene_id	gene_symbol	mean_group_a	mean_group_b	delta_log2CPM	z_effect	rank_score	marker_panel_gene	mean_max	low_interpretability_symbol	housekeeping_or_technical	interpretation_boundary	n_group_a	n_group_b	abs_z_effect
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	12	ENSG00000160932	LY6E	8.37936239908981	9.77503768867724	-1.39567528958743	-1.39965763422991	4.80029522977185	FALSE	9.77503768867724	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.39965763422991
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	13	ENSG00000117394	SLC2A1	6.6098570196737	7.73516466178534	-1.12530764211164	-1.53039212538667	4.78528350658304	FALSE	7.73516466178534	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.53039212538667
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	14	ENSG00000017797	RALBP1	7.06008878995085	8.70850522224755	-1.64841643229669	-1.45656111743323	4.77642686023094	FALSE	8.70850522224755	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.45656111743323
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	15	ENSG00000170421	KRT8	6.15959016910896	10.2416850006636	-4.08209483155465	-1.3664111373031	4.7698494015487	FALSE	10.2416850006636	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.3664111373031
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	16	ENSG00000051620	HEBP2	7.04651124947746	7.85250825496195	-0.805997005484493	-1.51189048417475	4.75653791506589	FALSE	7.85250825496195	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.51189048417475
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	17	ENSG00000133466	C1QTNF6	5.27864240224771	6.9524535725428	-1.6738111702951	-1.58796421218234	4.75023621442814	FALSE	6.9524535725428	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.58796421218234
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	18	ENSG00000148926	ADM	5.2138607866817	7.56731787288004	-2.35345708619834	-1.51631753345516	4.69883091101655	FALSE	7.56731787288004	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.51631753345516
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	19	ENSG00000156261	CCT8	6.81869265408673	7.17507756525796	-0.356384911171224	-1.54913445280012	4.69578657469856	FALSE	7.17507756525796	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.54913445280012
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	20	ENSG00000169583	CLIC3	5.99722813911939	8.74047229629623	-2.74324415717684	-1.42874504387662	4.69198690471397	FALSE	8.74047229629623	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.42874504387662
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	21	ENSG00000070404	FSTL3	5.69674034765569	9.84699692383462	-4.15025657617894	-1.36409747512502	4.6914364629595	FALSE	9.84699692383462	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.36409747512502
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	22	ENSG00000134755	DSC2	4.16056254227772	7.4640089054628	-3.30344636318508	-1.5196085647414	4.68243239543056	FALSE	7.4640089054628	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.5196085647414
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	23	ENSG00000130656	HBZ	1.08598099179284	9.58363112080592	-8.49765012901309	-1.37424131176855	4.67759142658991	FALSE	9.58363112080592	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.37424131176855
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	24	ENSG00000112378	PERP	5.79053506180249	8.10233658568648	-2.31180152388399	-1.46765809103692	4.67630641788927	FALSE	8.10233658568648	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.46765809103692
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	25	ENSG00000102898	NUTF2	6.28933026626616	6.88505674138791	-0.595726475121745	-1.5633366668638	4.65736930815983	FALSE	6.88505674138791	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.5633366668638
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	26	ENSG00000135480	KRT7	6.36056742566073	10.0129910550916	-3.65242362943087	-1.34329821656973	4.64933572510258	TRUE	10.0129910550916	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.34329821656973
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	27	ENSG00000206538	VGLL3	5.71760960198699	7.90183062878872	-2.18422102680172	-1.4740021884454	4.64915332653253	FALSE	7.90183062878872	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.4740021884454
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	28	ENSG00000137710	RDX	6.43526630077374	7.11745095348236	-0.682184652708618	-1.53334932121643	4.63228933583704	FALSE	7.11745095348236	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.53334932121643
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	29	ENSG00000167642	SPINT2	5.97102145135452	7.62981971876012	-1.65879826740559	-1.48695231605977	4.62342607104941	FALSE	7.62981971876012	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.48695231605977
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	30	ENSG00000141429	GALNT1	6.24153721153931	7.47310351375783	-1.23156630221852	-1.49742299306624	4.61639111113702	FALSE	7.47310351375783	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.49742299306624
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	31	ENSG00000179218	CALR	9.2133922811195	10.0603415999899	-0.846949318870445	-1.33072033757677	4.61403861561178	FALSE	10.0603415999899	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.33072033757677
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	32	ENSG00000134057	CCNB1	3.9273524523956	7.14288882823264	-3.21553637583704	-1.52264204386559	4.60681548421737	FALSE	7.14288882823264	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.52264204386559
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	33	ENSG00000102755	FLT1	5.77350661097919	9.54179176620095	-3.76828515522177	-1.35401995442923	4.60102506153197	FALSE	9.54179176620095	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.35401995442923
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	34	ENSG00000008018	PSMB1	7.96415803935278	8.43114148960536	-0.466983450252584	-1.42114529818483	4.6008618288274	FALSE	8.43114148960536	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.42114529818483
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	35	ENSG00000141526	SLC16A3	6.64744412212538	8.47308434490261	-1.82564022277723	-1.41729921548271	4.59748370901091	FALSE	8.47308434490261	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.41729921548271
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	36	ENSG00000107485	GATA3	5.81623459946612	7.87023291732938	-2.05399831786326	-1.45988548850119	4.59713850862455	FALSE	7.87023291732938	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.45988548850119
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	37	ENSG00000198162	MAN1A2	6.09825472482188	7.75366422315303	-1.65540949833116	-1.46762298929546	4.59349418189809	FALSE	7.75366422315303	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.46762298929546
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	38	ENSG00000164032	H2AFZ	8.30901817708309	8.82415349592475	-0.515135318841667	-1.39315334993568	4.59229750361583	FALSE	8.82415349592475	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.39315334993568
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	39	ENSG00000136068	FLNB	5.08989737144007	7.31120525403179	-2.22130788259172	-1.50037219873091	4.58372364668106	FALSE	7.31120525403179	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.50037219873091
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	40	ENSG00000116260	QSOX1	6.26677513856433	9.20543982745444	-2.93866468889011	-1.3635044169194	4.56946661358035	FALSE	9.20543982745444	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.3635044169194
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	41	ENSG00000173801	JUP	4.56447947347461	6.29235863686645	-1.72787916339184	-1.59306964749266	4.56635176132272	FALSE	6.29235863686645	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.59306964749266
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	42	ENSG00000213931	HBE1	0.531443713075987	8.22950719547527	-7.69806348239928	-1.4227045428764	4.56155158795565	FALSE	8.22950719547527	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.4227045428764
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	43	ENSG00000135346	CGA	6.01213344538073	11.5154388538748	-5.50330540849406	-1.25074017453447	4.5597446262801	TRUE	11.5154388538748	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.25074017453447
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	44	ENSG00000205358	MT1H	3.71948565970578	7.14414964390216	-3.42466398419638	-1.50626105493681	4.55759058054981	FALSE	7.14414964390216	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.50626105493681
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	45	ENSG00000196565	HBG2	1.19003998160825	9.00962367351082	-7.81958369190256	-1.37014117865915	4.55341186815897	FALSE	9.00962367351082	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.37014117865915
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	46	ENSG00000099797	TECR	5.99148093282812	7.62270507219518	-1.63122413936706	-1.46305177673023	4.54737053270666	FALSE	7.62270507219518	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.46305177673023
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	47	ENSG00000085662	AKR1B1	6.0751595547748	7.5120591503525	-1.4368995955777	-1.47156490919862	4.54641181873523	FALSE	7.5120591503525	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.47156490919862
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	48	ENSG00000204272	NBDY	6.15251583657863	6.72028419550691	-0.567768358928287	-1.54133364648633	4.54485955467317	FALSE	6.72028419550691	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.54133364648633
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	49	ENSG00000189159	JPT1	7.72186501025754	9.23660908852506	-1.51474407826752	-1.35208018189842	4.53712948449627	FALSE	9.23660908852506	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.35208018189842
Decidua_vs_Villi_all	Decidua versus villi across conditions	down_in_group_a	50	ENSG00000140416	TPM1	8.85150962564315	10.4225588676535	-1.57104924201038	-1.29094000372864	4.53612302285226	FALSE	10.4225588676535	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.29094000372864
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	1	ENSG00000115523	GNLY	12.5053526762615	4.34268792699155	8.16266474926992	1.50840439366437	5.66475147351113	TRUE	12.5053526762615	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.50840439366437
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	2	ENSG00000101439	CST3	11.1473906174779	8.83343320505311	2.31395741242474	1.50020909550568	5.40461508688548	FALSE	11.1473906174779	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.50020909550568
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	3	ENSG00000197766	CFD	10.2744147282342	6.30972228259329	3.96469244564095	1.5205182720955	5.31418192047101	FALSE	10.2744147282342	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.5205182720955
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	4	ENSG00000115457	IGFBP2	10.1270050662355	4.82525067334768	5.30175439288783	1.49683364880813	5.20298392222777	FALSE	10.1270050662355	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.49683364880813
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	5	ENSG00000105374	NKG7	10.1307925281116	3.60127264976839	6.52951987834318	1.49129278961723	5.18445613853847	TRUE	10.1307925281116	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.49129278961723
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	6	ENSG00000163453	IGFBP7	10.4410774638762	4.6768096378991	5.76426782597708	1.47382669999714	5.18219725340508	FALSE	10.4410774638762	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.47382669999714
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	7	ENSG00000011465	DCN	11.2165892153581	5.70512400778141	5.51146520757666	1.43264061493664	5.17293524616637	TRUE	11.2165892153581	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.43264061493664
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	8	ENSG00000146278	PNRC1	9.12450219198883	6.99386285708591	2.13063933490292	1.54479792904545	5.15928378968424	FALSE	9.12450219198883	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.54479792904545
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	9	ENSG00000100097	LGALS1	11.4418157509724	10.0344211268101	1.4073946241623	1.40907965672604	5.12499904620919	FALSE	11.4418157509724	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.40907965672604
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	10	ENSG00000185201	IFITM2	9.36245689356548	4.92602459856471	4.43643229500077	1.51423298536175	5.10795333970492	FALSE	9.36245689356548	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.51423298536175
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	11	ENSG00000173812	EIF1	10.7265683547231	10.0902194122578	0.636348942465315	1.4344737726466	5.09483338263062	FALSE	10.7265683547231	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.4344737726466
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	12	ENSG00000139329	LUM	10.9790574077459	5.30624030596155	5.67281710178438	1.41702025801036	5.07639357666558	FALSE	10.9790574077459	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.41702025801036
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	13	ENSG00000177606	JUN	9.56078802462735	6.25428355185434	3.30650447277302	1.49211461418653	5.074152974427	FALSE	9.56078802462735	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.49211461418653
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	14	ENSG00000112096	SOD2	9.02741342508932	6.80572813564841	2.22168528944091	1.51628272132658	5.04297074589081	FALSE	9.02741342508932	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.51628272132658
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	15	ENSG00000182196	ARL6IP4	7.77485949468861	7.37847418665355	0.396385308035056	1.60812905263589	5.03887301830943	FALSE	7.77485949468861	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.60812905263589
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	16	ENSG00000275302	CCL4	10.0134582800855	5.12511730067787	4.88834097940765	1.45034600190769	5.01993127028805	FALSE	10.0134582800855	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.45034600190769
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	17	ENSG00000146678	IGFBP1	10.4180156359283	3.41881388941792	6.9992017465104	1.40826159345109	4.94756101405256	TRUE	10.4180156359283	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.40826159345109
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	18	ENSG00000132475	H3F3B	10.2157963899094	9.44849207403756	0.767304315871813	1.40826532607358	4.91126921811018	FALSE	10.2157963899094	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.40826532607358
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	19	ENSG00000114115	RBP1	9.44580661782356	4.06969274407588	5.37611387374768	1.44866529773566	4.90351762383468	FALSE	9.44580661782356	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.44866529773566
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	20	ENSG00000187479	C11orf96	8.95461772556408	3.12553528866145	5.82908243690264	1.47828056366307	4.90104099363389	FALSE	8.95461772556408	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.47828056366307
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	21	ENSG00000250722	SELENOP	9.11649710563305	5.32164333720067	3.79485376843239	1.46689267656859	4.89742352932316	FALSE	9.11649710563305	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.46689267656859
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	22	ENSG00000145649	GZMA	8.47781661344547	2.33671365256732	6.14110296087815	1.50901125576497	4.89606963240129	FALSE	8.47781661344547	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.50901125576497
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	23	ENSG00000008517	IL32	8.14270461321141	4.4275283706953	3.71517624251611	1.52331400000161	4.86336428025926	FALSE	8.14270461321141	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.52331400000161
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	24	ENSG00000170776	AKAP13	8.22217098605959	6.3487735456608	1.87339744039878	1.50834728159459	4.83441354777443	FALSE	8.22217098605959	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.50834728159459
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	25	ENSG00000152518	ZFP36L2	9.27067857160434	6.39623998558114	2.8744385860232	1.43842933579851	4.83378366587467	FALSE	9.27067857160434	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.43842933579851
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	26	ENSG00000171223	JUNB	9.42615065553416	6.54445518921301	2.88169546632115	1.42585691664683	4.82244016458477	FALSE	9.42615065553416	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.42585691664683
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	27	ENSG00000038427	VCAN	9.5759196908802	5.5942418849302	3.98167780595001	1.41350647908466	4.80975435827506	FALSE	9.5759196908802	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.41350647908466
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	28	ENSG00000147649	MTDH	8.4080893030166	7.20775418037942	1.20033512263718	1.4782371551874	4.78047372975768	FALSE	8.4080893030166	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.4782371551874
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	29	ENSG00000141753	IGFBP4	8.98950459514309	4.09524390221079	4.8942606929323	1.43932515682123	4.77915415320433	FALSE	8.98950459514309	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.43932515682123
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	30	ENSG00000067082	KLF6	8.86773734689196	7.70689500790427	1.16084233898769	1.44491298319131	4.77214201868299	FALSE	8.86773734689196	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.44491298319131
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	31	ENSG00000062716	VMP1	7.40149552844205	6.47698902705155	0.924506501390506	1.55080181178276	4.76196363006435	FALSE	7.40149552844205	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.55080181178276
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	32	ENSG00000189058	APOD	9.06037212473264	3.21143254280119	5.84893958193145	1.42529141862321	4.74709236755985	FALSE	9.06037212473264	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.42529141862321
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	33	ENSG00000108654	DDX5	9.35936125460622	8.48200746299017	0.877353791616049	1.40645024442598	4.74376419591504	FALSE	9.35936125460622	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.40645024442598
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	34	ENSG00000100453	GZMB	8.41842853056847	2.68244808575607	5.7359804448124	1.45944795268752	4.72202395213648	FALSE	8.41842853056847	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.45944795268752
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	35	ENSG00000152583	SPARCL1	9.01634589795872	3.47649907431296	5.53984682364576	1.41899807502988	4.71715314206109	FALSE	9.01634589795872	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.41899807502988
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	36	ENSG00000175602	CCDC85B	7.1894181031338	5.42502549336121	1.76439260977259	1.55416880081813	4.71497661017969	FALSE	7.1894181031338	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.55416880081813
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	37	ENSG00000271503	CCL5	7.76525630740019	3.98861913268036	3.77663717471982	1.50490998076522	4.71307147628309	FALSE	7.76525630740019	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.50490998076522
